Coordonnees;sitear;neighbourhood;organisat;photo;governorate;district;householdnum;household;men;women;boys;girls;individual;water_access;electric;openelement;damage;hazards;mines;geo;class;accom;siteclass;scoreclass;longitude;latitude;SSID
"44,3130240454;32,1768302072";????? ?????? ??????;??? ???;reach_initiative;1425720983289.jpg;Najaf;Najaf;c. 4-5;8;11;9;8;6;34;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1768302072,44,3130240454;a. 0-49;finished;informal settlement;4.Low;44,31302405;32,17683021;
"44,3256435014;32,128490423";???? ?? ??????;????? ??????? ???;reach_initiative;1425899074261.jpg;Najaf;Najaf;c. 4-5;7;12;10;11;2;35;4. None;4. None;3. Minor;4. None;4. none;4. none;32,128490423,44,3256435014;a. 0-49;finished;informal settlement;3.Moderate;44,3256435;32,12849042;
"44,2959753967;32,2277969122";???? ??? ??????;????? ?????;reach_initiative;1426067110898.jpg;Najaf;Najaf;c. 4-5;7;7;8;9;11;35;4. None;4. None;3. Minor;4. None;4. none;4. none;32,2277969122,44,2959753967;a. 0-49;finished;informal settlement;4.Low;44,2959754;32,22779691;
"44,3266070639;32,1353825307";???? ??????;??? ?????;reach_initiative;1425721021182.jpg;Najaf;Najaf;c. 4-5;7;12;10;5;10;37;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1353825307,44,3266070639;a. 0-49;finished;informal settlement;4.Low;44,32660706;32,13538253;
"45,6098296238;32,5764724415";???? ????;???? ??????;reach_initiative;1424504222701.jpg;Wassit;Kut;c. 4-5;7;10;9;8;10;37;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5764724415,45,6098296238;a. 0-49;finished;informal settlement;4.Low;45,60982962;32,57647244;
"44,3256397588;32,1264044989";???? ???? ????? ???????;????? ??? ?????;reach_initiative;1425893662197.jpg;Najaf;Najaf;c. 4-5;8;10;15;6;10;41;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1264044989,44,3256397588;a. 0-49;finished;informal settlement;4.Low;44,32563976;32,1264045;
"45,910538767;32,4822262284";?????? ??? ???? ??????;???? ????????;reach_initiative;1424775617525.jpg;Wassit;Kut;c. 4-5;8;9;13;8;12;42;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4822262284,45,910538767;a. 0-49;finished;informal settlement;4.Low;45,91053877;32,48222623;
"44,2947845576;32,2313325442";?????? ???? ??? ?????;?? ???????;reach_initiative;1426069333714.jpg;Najaf;Najaf;d. 6-7;7;9;8;14;12;43;4. None;4. None;3. Minor;4. None;4. none;4. none;32,2313325442,44,2947845576;a. 0-49;finished;informal settlement;4.Low;44,29478456;32,23133254;
"44,3253610171;32,1248094438";???? ???? ???? ????????;???? ???;reach_initiative;1425887268566.jpg;Najaf;Najaf;c. 4-5;9;11;10;7;18;46;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1248094438,44,3253610171;a. 0-49;finished;informal settlement;4.Low;44,32536102;32,12480944;
"45,1596030096;32,7742167314";?????? ????? ???????;???? ?????;reach_initiative;1424429717493.jpg;Wassit;Al-Suwaira;d. 6-7;8;10;13;11;16;50;4. None;4. None;3. Minor;4. None;4. none;4. none;32,7742167314,45,1596030096;b. 50-99;finished;informal settlement;4.Low;45,15960301;32,77421673;
"44,3262808776;32,1336467558";???? ????? ???? ???? ???? ??????;??? ?????;reach_initiative;1425716400848.jpg;Najaf;Najaf;c. 4-5;11;13;18;12;10;53;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1336467558,44,3262808776;b. 50-99;finished;informal settlement;4.Low;44,32628088;32,13364676;
"44,3254804277;32,1430144323";???? ??? ??????;??? ?????;reach_initiative;1425895693528.jpg;Najaf;Najaf;c. 4-5;13;19;20;14;17;70;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1430144323,44,3254804277;b. 50-99;finished;informal settlement;3.Moderate;44,32548043;32,14301443;
"44,311845825;32,1800182398";?????? ?????? ???????;??? ???;reach_initiative;1425725642662.jpg;Najaf;Najaf;c. 4-5;15;19;21;10;21;71;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1800182398,44,311845825;b. 50-99;finished;informal settlement;4.Low;44,31184583;32,18001824;
"44,2402503306;32,7307731204";???? ?????? ??? ?? ???;??? ????;reach_initiative;1428068734171.jpg;Kerbala;Al-Hindiya;c. 4-5;17;19;21;23;16;79;4. None;4. None;3. Minor;4. None;4. none;4. none;32,7307731204,44,2402503306;b. 50-99;finished;informal settlement;4.Low;44,24025033;32,73077312;
"44,3261140791;32,1320837838";???? ????? ??????;??? ?????;reach_initiative;1425713100478.jpg;Najaf;Najaf;c. 4-5;17;20;28;13;18;79;4. None;4. None;3. Minor;4. None;4. none;4. none;32,1320837838,44,3261140791;b. 50-99;finished;informal settlement;4.Low;44,32611408;32,13208378;
"45,3870855924;34,3458209652";??????;???????;iom;1428555727580.jpg;Diyala;Khanaqin;d. 6-7;50;70;80;70;80;300;4. None;4. None;3. Minor;4. None;4. none;4. none;34,3458209652,45,3870855924;d. 250-499;skeleton unfinished;informal settlement;4.Low;45,38708559;34,34582097;
"45,3917722497;34,3386187311";?? ???? ??????;?? ???????;iom;1428315572101.jpg;Diyala;Khanaqin;d. 6-7;150;210;240;215;235;900;4. None;4. None;3. Minor;4. None;4. none;4. none;34,3386187311,45,3917722497;e. 500-999;skeleton unfinished;informal settlement;4.Low;45,39177225;34,33861873;
"44,315747739;32,1695420464";???? ???? ?????;????? ??? ?????;reach_initiative;1426151344854.jpg;Najaf;Najaf;c. 4-5;13;19;19;18;12;68;4. None;4. None;3. Minor;4. None;3. Minor;4. none;32,1695420464,44,315747739;b. 50-99;tent finished;informal settlement;4.Low;44,31574774;32,16954205;
"45,1699827295;32,4833819058";???? 178;???? 4;reach_initiative;1424424303722.jpg;Wassit;Al-Suwaira;c. 4-5;7;10;9;10;5;34;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4833819058,45,1699827295;a. 0-49;unfinished;informal settlement;4.Low;45,16998273;32,48338191;
"44,4326305755;32,0309648884";???? ?? ??????;????? ???????? ???? ???????;reach_initiative;1426586020962.jpg;Najaf;Kufa;d. 6-7;5;6;9;10;9;34;4. None;4. None;3. Minor;4. None;1. Major;4. none;32,0309648884,44,4326305755;a. 0-49;unfinished;informal settlement;3.Moderate;44,43263058;32,03096489;
"44,321806058;32,1529638298";???? ???? ???? ????????;????? ??? ?????;reach_initiative;1425625935902.jpg;Najaf;Najaf;c. 4-5;9;12;10;7;8;37;4. None;4. None;3. Minor;4. None;3. Minor;4. none;32,1529638298,44,321806058;a. 0-49;unfinished;informal settlement;3.Moderate;44,32180606;32,15296383;
"45,883611163;32,5563502595";????? ??????;??????;reach_initiative;1424787845869.jpg;Wassit;Kut;d. 6-7;10;11;15;13;17;56;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5563502595,45,883611163;b. 50-99;unfinished;Collective Center;4.Low;45,88361116;32,55635026;
"44,4298536371;31,9439496734";???? ????? ?????? ??????;???????;reach_initiative;1426406747232.jpg;Najaf;Kufa;c. 4-5;5;5;6;5;11;27;3. Minor;4. None;3. Minor;4. None;4. none;4. none;31,9439496734,44,4298536371;a. 0-49;unfinished;informal settlement;3.Moderate;44,42985364;31,94394967;
"45,7236402423;32,5449557881";???? ????? ?????;???? ?? ????;reach_initiative;1424499334391.jpg;Wassit;Kut;c. 4-5;5;5;5;5;3;18;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5449557881,45,7236402423;a. 0-49;finished;informal settlement;4.Low;45,72364024;32,54495579;
"45,9586424873;32,4921513644";???? ????? ????;???? ??? ?????;reach_initiative;1424776607078.jpg;Wassit;Kut;c. 4-5;5;5;6;4;3;18;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,4921513644,45,9586424873;a. 0-49;finished;informal settlement;4.Low;45,95864249;32,49215136;
"45,9753929278;32,4912541589";???? ??????;???? ??? ?????;reach_initiative;1424777085367.jpg;Wassit;Kut;b. 2-3;6;5;6;5;3;19;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,4912541589,45,9753929278;a. 0-49;finished;informal settlement;4.Low;45,97539293;32,49125416;
"45,2144255441;32,7515637576";?????? ??????;???? ???????;reach_initiative;1424431411941.jpg;Wassit;Al-Suwaira;c. 4-5;5;5;6;3;5;19;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,7515637576,45,2144255441;a. 0-49;finished;informal settlement;3.Moderate;45,21442554;32,75156376;
"45,6008720491;32,5773964088";???? ?????? ??????;???? ????????;reach_initiative;1424504834835.jpg;Wassit;Kut;c. 4-5;5;5;5;4;5;19;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5773964088,45,6008720491;a. 0-49;finished;informal settlement;3.Moderate;45,60087205;32,57739641;
"45,9230570498;32,5815970913";???? ??????? ??? ??????;???? ???????;reach_initiative;1424786862505.jpg;Wassit;Kut;c. 4-5;5;5;6;4;4;19;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5815970913,45,9230570498;a. 0-49;finished;informal settlement;4.Low;45,92305705;32,58159709;
"45,6802177982;32,5604020675";???? ????? ???????;???? ??? ??????;reach_initiative;1424501703819.jpg;Wassit;Kut;c. 4-5;5;5;7;3;5;20;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5604020675,45,6802177982;a. 0-49;finished;informal settlement;4.Low;45,6802178;32,56040207;
"45,6716483078;32,5627461855";???? ???? ????;???? ??????;reach_initiative;1424502365101.jpg;Wassit;Kut;c. 4-5;5;5;6;6;3;20;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5627461855,45,6716483078;a. 0-49;finished;informal settlement;4.Low;45,67164831;32,56274619;
"46,1698294445;32,6436811847";???? ??? ????? ??????;???? ?????;reach_initiative;1424785330452.jpg;Wassit;Kut;c. 4-5;5;5;6;4;5;20;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,6436811847,46,1698294445;a. 0-49;finished;informal settlement;3.Moderate;46,16982944;32,64368118;
"45,5836150077;32,5810316685";???? ??? ????? ??????;???? ??????;reach_initiative;1424505753150.jpg;Wassit;Kut;c. 4-5;5;5;7;3;6;21;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5810316685,45,5836150077;a. 0-49;finished;informal settlement;3.Moderate;45,58361501;32,58103167;
"45,5646835966;32,5875685628";???? ???????;??? ???? ?????? ??????;reach_initiative;1424506468259.jpg;Wassit;Kut;c. 4-5;6;7;5;5;5;22;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5875685628,45,5646835966;a. 0-49;finished;informal settlement;4.Low;45,5646836;32,58756856;
"46,2515746136;32,5872799593";???? ?????? ????;???? ??? ??? ???;reach_initiative;1424783340595.jpg;Wassit;Kut;c. 4-5;5;6;5;4;7;22;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5872799593,46,2515746136;a. 0-49;finished;informal settlement;4.Low;46,25157461;32,58727996;
"45,6741438385;32,5622604696";???? ????? ???????;???? ??? ????;reach_initiative;1424502328778.jpg;Wassit;Kut;c. 4-5;5;6;8;4;5;23;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5622604696,45,6741438385;a. 0-49;finished;informal settlement;4.Low;45,67414384;32,56226047;
"45,6027179428;32,5772561075";???? ???????;???? ????????;reach_initiative;1424504632029.jpg;Wassit;Kut;c. 4-5;5;5;5;7;8;25;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5772561075,45,6027179428;a. 0-49;finished;informal settlement;3.Moderate;45,60271794;32,57725611;
"46,2294215307;32,600141357";???? ??????? ??? ????????;???? ?????;reach_initiative;1424784060158.jpg;Wassit;Kut;c. 4-5;5;7;5;6;7;25;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,600141357,46,2294215307;a. 0-49;finished;informal settlement;4.Low;46,22942153;32,60014136;
"45,724514383;32,5438159615";?????? ???????? ????? ???????;?? ????;reach_initiative;1424508023828.jpg;Wassit;Kut;c. 4-5;6;7;8;5;10;30;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5438159615,45,724514383;a. 0-49;finished;informal settlement;4.Low;45,72451438;32,54381596;
"46,2250064377;32,6026079439";?????? ???? ???? ??????;???? ?????;reach_initiative;1424784261079.jpg;Wassit;Kut;c. 4-5;7;8;9;10;11;38;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,6026079439,46,2250064377;a. 0-49;finished;informal settlement;3.Moderate;46,22500644;32,60260794;
"46,1869371694;32,6324331791";???? ??? ??????;????? ??????;reach_initiative;1424784954790.jpg;Wassit;Kut;c. 4-5;8;10;13;8;9;40;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,6324331791,46,1869371694;a. 0-49;finished;informal settlement;4.Low;46,18693717;32,63243318;
"45,6412812474;32,5701905357";???? ?? ??????;???? ??????;reach_initiative;1424503969139.jpg;Wassit;Kut;c. 4-5;9;10;12;9;13;44;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5701905357,45,6412812474;a. 0-49;finished;informal settlement;3.Moderate;45,64128125;32,57019054;
"45,5279848055;32,5961478838";???? ??? ???????;???? ???? ??????;reach_initiative;1424257235581.jpg;Wassit;Kut;c. 4-5;13;10;11;18;21;60;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5961478838,45,5279848055;b. 50-99;finished;informal settlement;4.Low;45,52798481;32,59614788;
"45,414858358;31,3232979225";???? ??????;????? ??????;iom;1425538945913.jpg;Muthanna;Al-Samawa;e. 8-9;18;45;47;35;38;165;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;31,3232979225,45,414858358;c. 100-249;improved;Collective Center;4.Low;45,41485836;31,32329792;
"44,8003262119;33,0270601724";????? ??????;?? ???????;reach_initiative;1424421071548.jpg;Wassit;Al-Azezia;c. 4-5;5;4;7;4;5;20;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;33,0270601724,44,8003262119;a. 0-49;unfinished;Collective Center;4.Low;44,80032621;33,02706017;
"45,3309763782;31,2700814707";???? ???????;????? ???????;iom;1425282160196.jpg;Muthanna;Al-Samawa;c. 4-5;8;16;15;7;6;44;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;31,2700814707,45,3309763782;a. 0-49;unfinished;informal settlement;3.Moderate;45,33097638;31,27008147;
"45,7415469986;32,5370860495";???? ?? ??????;???? ?? ???? ??? ????? ??? ?????;reach_initiative;1424498946895.jpg;Wassit;Kut;b. 2-3;5;5;5;3;2;15;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,5370860495,45,7415469986;a. 0-49;unfinished finished;informal settlement;4.Low;45,741547;32,53708605;
"44,2364337668;32,3559399275";???? ?????;????? ?????;iom;1428597652463.jpg;Kerbala;Al-Hindiya;d. 6-7;9;16;15;13;10;54;2. Moderate;4. None;3. Minor;4. None;4. none;4. none;32,3559399275,44,2364337668;b. 50-99;unfinished finished;Collective Center;3.Moderate;44,23643377;32,35593993;
"45,7172489195;32,5472949639";???? ??? ??? ????;???? ??? ????;reach_initiative;1424499691496.jpg;Wassit;Kut;b. 2-3;5;5;6;2;4;17;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5472949639,45,7172489195;a. 0-49;finished;informal settlement;4.Low;45,71724892;32,54729496;
"45,5913818114;32,5787425146";???? ????? ???????;???? ????????;reach_initiative;1424505220054.jpg;Wassit;Kut;c. 4-5;5;5;5;4;4;18;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5787425146,45,5913818114;a. 0-49;finished;informal settlement;4.Low;45,59138181;32,57874251;
"45,6927181967;32,5559326782";???? ???? ??????;???? ??? ????;reach_initiative;1424500645338.jpg;Wassit;Kut;c. 4-5;5;5;6;5;2;18;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5559326782,45,6927181967;a. 0-49;finished;informal settlement;4.Low;45,6927182;32,55593268;
"45,6897356604;32,5569372279";???? ??? ????? ??????;???? ??? ????;reach_initiative;1424501004506.jpg;Wassit;Kut;c. 4-5;5;6;7;2;5;20;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5569372279,45,6897356604;a. 0-49;finished;informal settlement;4.Low;45,68973566;32,55693723;
"45,9367302019;32,4848308563";?????? ??????? ????;???? ????????;reach_initiative;1424776502151.jpg;Wassit;Kut;c. 4-5;5;5;5;3;7;20;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4848308563,45,9367302019;a. 0-49;finished;informal settlement;3.Moderate;45,9367302;32,48483086;
"46,094296778;32,6572096653";?????? ????? ???? ????? ???????;???? ?????;reach_initiative;1424786178050.jpg;Wassit;Badra;c. 4-5;5;6;7;4;6;23;4. None;4. None;3. Minor;4. None;4. none;4. none;32,6572096653,46,094296778;a. 0-49;finished;informal settlement;4.Low;46,09429678;32,65720967;
"45,5863323483;32,5800401728";???? ??????? ????;???? ????????;reach_initiative;1424505389562.jpg;Wassit;Kut;c. 4-5;5;7;5;7;6;25;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5800401728,45,5863323483;a. 0-49;finished;informal settlement;4.Low;45,58633235;32,58004017;
"45,9639488897;32,4923810203";???? ??? ???? ??? ?????;???? ??? ?????;reach_initiative;1424776966733.jpg;Wassit;Kut;c. 4-5;5;7;7;6;5;25;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4923810203,45,9639488897;a. 0-49;finished;informal settlement;4.Low;45,96394889;32,49238102;
"45,8981832522;32,4807881205";???? ?????? ?????;???? ????????;reach_initiative;1424774700108.jpg;Wassit;Kut;b. 2-3;8;8;8;3;7;26;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4807881205,45,8981832522;a. 0-49;finished;informal settlement;4.Low;45,89818325;32,48078812;
"44,1449573636;32,4922860833";???? ?????;?????? ??????;iom;1429000120800.jpg;Kerbala;Al-Hindiya;c. 4-5;6;8;9;5;7;29;4. None;4. None;3. Minor;4. None;4. none;4. none;32,4922860833,44,1449573636;a. 0-49;finished;Collective Center;3.Moderate;44,14495736;32,49228608;
"45,7030447011;32,5524069163";???? ???????;???? ??? ????;reach_initiative;1424500186188.jpg;Wassit;Kut;c. 4-5;8;9;8;5;9;31;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5524069163,45,7030447011;a. 0-49;finished;informal settlement;3.Moderate;45,7030447;32,55240692;
"45,1522234515;32,8093861067";???? ???? ??? ????;???? ??????;reach_initiative;1424415196756.jpg;Wassit;Al-Azezia;c. 4-5;7;10;10;5;9;34;4. None;4. None;3. Minor;4. None;4. none;4. none;32,8093861067,45,1522234515;a. 0-49;finished;informal settlement;4.Low;45,15222345;32,80938611;
"44,2779720431;32,2937117006";???? ???? ??????;??? ????;reach_initiative;1426150156013.jpg;Najaf;Najaf;c. 4-5;9;14;12;10;10;46;4. None;4. None;3. Minor;4. None;4. none;4. none;32,2937117006,44,2779720431;a. 0-49;finished;informal settlement;3.Moderate;44,27797204;32,2937117;
"45,5785367439;32,5828516423";???? ?????? ????? ???????;???? ??????;reach_initiative;1424505919502.jpg;Wassit;Kut;e. 8-9;6;10;13;12;18;53;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5828516423,45,5785367439;b. 50-99;finished;informal settlement;4.Low;45,57853674;32,58285164;
"45,3474506202;32,5335301398";???? ????? ????? 16;???? ??????;reach_initiative;1424246592919.jpg;Wassit;Al-Na'maniya;d. 6-7;14;21;35;20;8;84;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5335301398,45,3474506202;b. 50-99;finished;informal settlement;3.Moderate;45,34745062;32,53353014;
"45,7108771046;32,5497606659";???? ????? ???????;???? ??? ??????;reach_initiative;1424499844826.jpg;Wassit;Kut;e. 8-9;12;21;25;27;32;105;4. None;4. None;3. Minor;4. None;4. none;4. none;32,5497606659,45,7108771046;c. 100-249;finished;informal settlement;4.Low;45,7108771;32,54976067;
"44,28285249;32,2711679782";???? ??????;????????;reach_initiative;1426145127670.jpg;Najaf;Najaf;c. 4-5;5;5;5;7;9;26;1. Major;4. None;3. Minor;4. None;1. Major;4. none;32,2711679782,44,28285249;a. 0-49;finished;informal settlement;3.Moderate;44,28285249;32,27116798;
"44,2844951067;32,2629880728";???? ??? ????? ??????;????????;reach_initiative;1426061252553.jpg;Najaf;Najaf;c. 4-5;5;5;10;8;4;27;1. Major;4. None;3. Minor;4. None;4. none;4. none;32,2629880728,44,2844951067;a. 0-49;finished;informal settlement;3.Moderate;44,28449511;32,26298807;
"44,2841113004;32,2648883114";???? ????? ???????;????????;reach_initiative;1426065675470.jpg;Najaf;Najaf;c. 4-5;10;11;10;13;8;42;1. Major;4. None;3. Minor;4. None;4. none;4. none;32,2648883114,44,2841113004;a. 0-49;finished;informal settlement;3.Moderate;44,2841113;32,26488831;
"44,2869019382;32,2546407255";?????? ??? ???????;????? ????????;reach_initiative;1426144373558.jpg;Najaf;Najaf;c. 4-5;13;23;20;10;5;58;1. Major;4. None;3. Minor;4. None;4. none;4. none;32,2546407255,44,2869019382;b. 50-99;finished;informal settlement;3.Moderate;44,28690194;32,25464073;
"44,4221107755;33,3695677947";????? ????????;?? ????? ???? 512;iom;1428224389853.jpg;Baghdad;Thawra 2;d. 6-7;23;30;38;36;32;136;4. None;3. Minor;3. Minor;4. None;4. none;4. none;33,3695677947,44,4221107755;c. 100-249;finished;Collective Center;4.Low;44,42211078;33,36956779;
"44,4461112039;32,020543129";???? ???? ???????;????? ???????? ???? ???????;reach_initiative;1426587602157.jpg;Najaf;Kufa;b. 2-3;5;5;5;3;4;17;4. None;3. Minor;3. Minor;4. None;1. Major;4. none;32,020543129,44,4461112039;a. 0-49;tent finished;informal settlement;2.High;44,4461112;32,02054313;
"44,172747815;32,4466218939";???? ?????;?????? ??????;iom;1428990254807.jpg;Kerbala;Al-Hindiya;c. 4-5;5;4;5;6;4;19;2. Moderate;3. Minor;3. Minor;4. None;4. none;4. none;32,4466218939,44,172747815;a. 0-49;finished;Collective Center;3.Moderate;44,17274782;32,44662189;
"44,5215832628;33,3030869812";?????? ??????? / ????? /  ???? ??? ??????;??? ??????? ?? ????? ?????;iom;1427877023949.jpg;Baghdad;Al Resafa;d. 6-7;5;7;10;7;6;30;2. Moderate;3. Minor;3. Minor;4. None;4. none;4. none;33,3030869812,44,5215832628;a. 0-49;finished;Collective Center;3.Moderate;44,52158326;33,30308698;
"44,5055676252;33,3102540113";?????? ??????? / ???? ???????;???? ????? ??? ???? ????????;iom;1427874871503.jpg;Baghdad;Al Resafa;d. 6-7;7;10;14;10;8;42;2. Moderate;3. Minor;3. Minor;4. None;4. none;4. none;33,3102540113,44,5055676252;a. 0-49;finished;Collective Center;3.Moderate;44,50556763;33,31025401;
"44,4438719563;33,351885248";????? ????? ? ????? ??? ????;????? ?????? ????????? ?? ?? ???????;iom;1427696995709.jpg;Baghdad;Thawra 1;d. 6-7;30;50;51;46;33;180;2. Moderate;3. Minor;3. Minor;4. None;4. none;4. none;33,351885248,44,4438719563;c. 100-249;finished;Collective Center;3.Moderate;44,44387196;33,35188525;
